Tree_Sp_Name,Eq_1,Eq_2,Eq_3,Eq_4,Eq_5,Notes 
Ptychoglossus_kugleri,,,,,,
Ptychoglossus_gorgonae,,,,,,
Ptychoglossus_brevifrontalis,,,,,,
Ptychoglossus_grandisquamatus,,,,,,
Ptychoglossus_bilineatus,,,,,,
Ptychoglossus_romaleos,,,,,,
Ptychoglossus_myersi,,,,,,
Ameiva_taeniura,,,,,,
Ameiva_maynardi,,,,,,
Ameiva_lineolata,,,,,,
Ameiva_corvina,,,,,,
Ameiva_cineracea,,,,,,
Ameiva_chrysolaema,,,,,,
Ameiva_dorsalis,,,,,,
Ameiva_auberi,,,,,,
Ameiva_exsul,,,,,,
Ameiva_wetmorei,,,,,,
Ameiva_polops,,,,,,
Ameiva_fuscata,,,,,,
Ameiva_pluvianotata,,,,,,
Ameiva_major,,,,,,
Ameiva_griswoldi,,,,,,
Ameiva_plei,,,,,,
Ameiva_corax,,,,,,
Ameiva_atrata,,,,,,
Aspidoscelis_xanthonota,,,,,,
Aspidoscelis_picta,,,,,,
Aspidoscelis_inornata,,,,,,
Aspidoscelis_sexlineata,,,,,,
Aspidoscelis_mexicana,,,,,,
Aspidoscelis_stictogramma,,,,,,
Aspidoscelis_cozumelae,,,,,,
Aspidoscelis_costata,,,,,,
Aspidoscelis_guttata,,,,,,
Aspidoscelis_hyperythra,,,,,,
Aspidoscelis_maxima,,,,,,
Aspidoscelis_neomexicana,,,,,,
Aspidoscelis_tesselata,,,,,,
Aspidoscelis_lineattissima,,,,,,
Aspidoscelis_neotesselata,,,,,,
Aspidoscelis_parvisocia,,,,,,
Aspidoscelis_flagellicauda,,,,,,
Aspidoscelis_deppei,,,,,,
Aspidoscelis_marmorata,,,,,,
Kentropyx_lagartija,,,,,,
Cnemidophorus_flavissimus,,,,,,
Cnemidophorus_martyris,,,,,,
Ameivula_venetacauda,,,,,,
Ameivula_littoralis,,,,,,
Ameivula_abaetensis,,,,,,
Ameivula_cyanura,,,,,,
Ameivula_confusioniba,,,,,,
Ameiva_concolor,,,,,,
Ameiva_provitaae,,,,,,
Ameiva_jacuba,,,,,,
Lepidophyma_cuicateca,,,,,,
Tetradactylus_udzungwensis,,,,,,
Zonosaurus_anelanelany,,,,,,
Platysaurus_pungweensis,,,,,,
Smaug_regius,,,,,,
Cordylus_nyikae,,,,,,
Cordylus_aridus,,,,,,
Cordylus_rivae,,,,,,
Cordylus_meculae,,,,,,
Cordylus_angolensis,,,,,,
Cyclodomorphus_maxima,,,,,,
Hemisphaeriodon_gerrardii,,,,,,
Eutropis_novemcarinata,,,,,,
Trachylepis_aurata,,,,,,
Trachylepis_vittata,,,,,,
Mabuya_cochonae,,,,,,
Mabuya_grandisterrae,,,,,,
Mabuya_guadeloupae,,,,,,
Alinea_lanceolata,,,,,,
Alinea_pergravis,,,,,,
Alinea_berengerae,,,,,,
Spondylurus_monitae,,,,,,
Spondylurus_turksae,,,,,,
Spondylurus_spilonotus,,,,,,
Spondylurus_magnacruzae,,,,,,
Vietnascincus_rugosus,,,,,,
Copeoglossum_redondae,,,,,,
Eumecia_johnstoni,,,,,,
Chioninia_geisthardti,,,,,,
Trachylepis_cristinae,,,,,,
Trachylepis_loluiensis,,,,,,
Trachylepis_septemtaeniata,,,,,,
Trachylepis_infralineata,,,,,,
Trachylepis_nancycoutuae,,,,,,
Trachylepis_ferrarai,,,,,,
Trachylepis_betsileana,,,,,,
Trachylepis_ivensii,,,,,,
Trachylepis_angolensis,,,,,,
Dasia_subcaeruleum,,,,,,
Capitellum_mariagalantae,,,,,,
Capitellum_parvicruzae,,,,,,
Capitellum_metallicum,,,,,,
Eutropis_darevskii,,,,,,
Lamprolepis_vyneri,,,,,,
Lamprolepis_leucosticta,,,,,,
Eutropis_chapaensis,,,,,,
Eutropis_innotata,,,,,,
Eutropis_floweri,,,,,,
Eutropis_beddomii,,,,,,
Eutropis_quadratilobus,,,,,,
Eutropis_grandis,,,,,,
Eutropis_gansi,,,,,,
Lankascincus_greeri,,,,,,
Lankascincus_deraniyagalae,,,,,,
Lankascincus_munindradasai,,,,,,
Lygosoma_anguinum,,,,,,
Lygosoma_pruthi,,,,,,
Lygosoma_herberti,,,,,,
Lygosoma_mafianum,,,,,,
Lygosoma_bowringii,,,,,,
Lygosoma_singha,,,,,,
Lygosoma_lanceolatum,,,,,,
Mochlus_mabuiiforme,,,,,,
Mochlus_grandisonianum,,,,,,
Mochlus_productum,,,,,,
Mochlus_paedocarinatum,,,,,,
Mochlus_afer,,,,,,
Mochlus_sundevalli,,,,,,
Mochlus_simonettai,,,,,,
Mochlus_mocquardi,,,,,,
Mochlus_somalicum,,,,,,
Lygosoma_lineolatum,,,,,,
Lygosoma_corpulentum,,,,,,
Lygosoma_ashwamedhi,,,,,,
Lygosoma_frontoparietale,,,,,,
Lygosoma_popae,,,,,,
Lygosoma_laeviceps,,,,,,
Lygosoma_boehmei,,,,,,
Lygosoma_pembanum,,,,,,
Lygosoma_vosmaeri,,,,,,
Lygosoma_lineata,,,,,,
Lygosoma_carinatum,,,,,,
Lygosoma_guentheri,,,,,,
Lygosoma_goaensis,,,,,,
Lygosoma_albopunctata,,,,,,
Lygosoma_chaperi,,,,,,
Lepidothyris_striatus,,,,,,
Lepidothyris_hinkeli,,,,,,
Lepidothyris_fernandi,,,,,,
Lygosoma_veunsaiensis,,,,,,
Lygosoma_opisthorhodum,,,,,,
Haackgreerius_miopus,,,,,,
Ablepharus_lindbergi,,,,,,
Asymblepharus_mahabharatus,,,,,,
Asymblepharus_nepalensis,,,,,,
Asymblepharus_tragbulense,,,,,,
Asymblepharus_eremchenkoi,,,,,,
Panaspis_tancredi,,,,,,
Panaspis_burgeoni,,,,,,
Panaspis_helleri,,,,,,
Panaspis_nimbaensis,,,,,,
Afroablepharus_wahlbergi,,,,,,
Afroablepharus_duruarum,,,,,,
Afroablepharus_seydeli,,,,,,
Afroablepharus_wilsoni,,,,,,
Afroablepharus_africanus,,,,,,
Afroablepharus_maculicollis,,,,,,
Afroablepharus_annobonensis,,,,,,
Bassiana_duperreyi,,,,,,
Bassiana_platynota,,,,,,
Bassiana_trilineata,,,,,,
Proablepharus_kinghorni,,,,,,
Proablepharus_naranjicaudus,,,,,,
Proablepharus_barrylyoni,,,,,,
Carlia_rimula,,,,,,
Carlia_sukur,,,,,,
Lygisaurus_abscondita,,,,,,
Niveoscincus_greeni,,,,,,
Niveoscincus_orocryptus,,,,,,
Niveoscincus_pretiosus,,,,,,
Niveoscincus_metallicus,,,,,,
Niveoscincus_ocellatus,,,,,,
Niveoscincus_palfreymani,,,,,,
Niveoscincus_microlepidotus,,,,,,
Niveoscincus_coventryi,,,,,,
Lobulia_stellaris,,,,,,
Lobulia_alpina,,,,,,
Lobulia_glacialis,,,,,,
Lobulia_subalpina,,,,,,
Cryptoblepharus_ahli,,,,,,
Emoia_ahli,,,,,,
Emoia_digul,,,,,,
Emoia_nativittatis,,,,,,
Emoia_lawesi,,,,,,
Emoia_laobaoense,,,,,,
Menetia_amaura,,,,,,
Lioscincus_novaecaledoniae,,,,,,
Nannoscincus_rankini,,,,,,
Marmorosphax_kaala,,,,,,
Marmorosphax_boulinda,,,,,,
Marmorosphax_taom,,,,,,
Lioscincus_greeri,,,,,,
Simiscincus_aurantiacus,,,,,,
Caledoniscincus_constellatus,,,,,,
Caledoniscincus_pelletieri,,,,,,
Caledoniscincus_cryptos,,,,,,
Cophoscincopus_senegalensis,,,,,,
Lioscincus_nigrofasciolatum,,,,,,
Lioscincus_maruia,,,,,,
Lioscincus_tillieri,,,,,,
Tachygyia_microlepis,,,,,,
Geoscincus_haraldmeieri,,,,,,
Oligosoma_lichenigera,,,,,,
Oligosoma_hardyi,,,,,,
Oligosoma_taumakae,,,,,,
Oligosoma_roimata,,,,,,
Leiolopisma_fasciolare,,,,,,
Leiolopisma_ceciliae,,,,,,
Lacertaspis_reichenowi,,,,,,
Lacertaspis_chriswildi,,,,,,
Leptosiaphos_dungeri,,,,,,
Leptosiaphos_hylophilus,,,,,,
Leptosiaphos_koutoui,,,,,,
Leptosiaphos_fuhni,,,,,,
Eugongylus_sulaensis,,,,,,
Larutia_nubisilvicola,,,,,,
Larutia_puehensis,,,,,,
Larutia_trifasciata,,,,,,
Larutia_sumatrensis,,,,,,
Sphenomorphus_shelfordi,,,,,,
Sphenomorphus_malayanum,,,,,,
Sphenomorphus_maculicollus,,,,,,
Sphenomorphus_capitolythos,,,,,,
Sphenomorphus_sananus,,,,,,
Sphenomorphus_sheai,,,,,,
Sphenomorphus_textum,,,,,,
Sphenomorphus_vanheurni,,,,,,
Sphenomorphus_temmincki,,,,,,
Sphenomorphus_temengorensis,,,,,,
Sphenomorphus_bukitensis,,,,,,
Sphenomorphus_tridigitus,,,,,,
Sphenomorphus_sibuensis,,,,,,
Sphenomorphus_misolense,,,,,,
Sphenomorphus_courcyanum,,,,,,
Sphenomorphus_celebense,,,,,,
Sphenomorphus_grandisonae,,,,,,
Sphenomorphus_orientale,,,,,,
Sphenomorphus_bacboensis,,,,,,
Sphenomorphus_striatopunctatum,,,,,,
Sphenomorphus_cophias,,,,,,
Sphenomorphus_modigliani,,,,,,
Sphenomorphus_butleri,,,,,,
Sphenomorphus_perhentianensis,,,,,,
Sphenomorphus_zimmeri,,,,,,
Sphenomorphus_microtympanus,,,,,,
Sphenomorphus_buettikoferi,,,,,,
Sphenomorphus_alfredi,,,,,,
Sphenomorphus_mimikanum,,,,,,
Sphenomorphus_ishaki,,,,,,
Sphenomorphus_rarus,,,,,,
Sphenomorphus_crassus,,,,,,
Sphenomorphus_megalops,,,,,,
Sphenomorphus_schlegeli,,,,,,
Sphenomorphus_langkawiensis,,,,,,
Sphenomorphus_tanahtinggi,,,,,,
Parvoscincus_igorotorum,,,,,,
Parvoscincus_boyingi,,,,,,
Parvoscincus_luzonense,,,,,,
Leptoseps_osellai,,,,,,
Leptoseps_poilani,,,,,,
Otosaurus_cumingi,,,,,,
Concinnia_brachyosoma,,,,,,
Concinnia_tigrinus,,,,,,
Concinnia_amplus,,,,,,
Concinnia_queenslandiae,,,,,,
Anomalopus_verreauxi,,,,,,
Ctenotus_aphrodite,,,,,,
Lerista_zietzi,,,,,,
Lerista_rhodonoides,,,,,,
Lerista_maculosa,,,,,,
Lerista_talpina,,,,,,
Anomalopus_pluto,,,,,,
Glaphyromorphus_crassicaudus,,,,,,
Eremiascincus_timorensis,,,,,,
Eremiascincus_butlerorum,,,,,,
Anomalopus_brevicollis,,,,,,
Anomalopus_gowi,,,,,,
Hemiergis_quadrilineata,,,,,,
Sphenomorphus_apalpebratus,,,,,,
Scincella_inconspicua,,,,,,
Scincella_schmidti,,,,,,
Scincella_forbesora,,,,,,
Scincella_rara,,,,,,
Scincella_assatus,,,,,,
Scincella_macrotis,,,,,,
Scincella_apraefrontalis,,,,,,
Scincella_capitanea,,,,,,
Scincella_przewalskii,,,,,,
Scincella_rufocaudatus,,,,,,
Papuascincus_phaeodes,,,,,,
Lipinia_noctua,,,,,,
Prasinohaema_parkeri,,,,,,
Lipinia_nitens,,,,,,
Lipinia_inexpectata,,,,,,
Lipinia_miangensis,,,,,,
Lipinia_pulchra,,,,,,
Lipinia_venemai,,,,,,
Lipinia_albodorsalis,,,,,,
Lipinia_nototaenia,,,,,,
Sphenomorphus_tonkinensis,,,,,,
Tropidophorus_hangnam,,,,,,
Tropidophorus_noggei,,,,,,
Tropidophorus_guangxiensis,,,,,,
Tropidophorus_iniquus,,,,,,
Pseudoacontias_unicolor,,,,,,
Pseudoacontias_angelorum,,,,,,
Pseudoacontias_menamainty,,,,,,
Pseudoacontias_madagascariensis,,,,,,
Androngo_trivittatus,,,,,,
Chabanaudia_boulengeri,,,,,,
Voeltzkowia_lineata,,,,,,
Voeltzkowia_rubrocaudata,,,,,,
Voeltzkowia_fierinensis,,,,,,
Voeltzkowia_petiti,,,,,,
Amphiglossus_mandady,,,,,,
Amphiglossus_tsaratananensis,,,,,,
Amphiglossus_decaryi,,,,,,
Amphiglossus_splendidus,,,,,,
Amphiglossus_elongatus,,,,,,
Amphiglossus_anosyensis,,,,,,
Amphiglossus_andranovahensis,,,,,,
Amphiglossus_macrocercus,,,,,,
Amphiglossus_punctatus,,,,,,
Amphiglossus_frontoparietalis,,,,,,
Amphiglossus_stylus,,,,,,
Amphiglossus_alluaudi,,,,,,
Amphiglossus_meva,,,,,,
Amphiglossus_crenni,,,,,,
Amphiglossus_johannae,,,,,,
Amphiglossus_ardouini,,,,,,
Amphiglossus_mandokava,,,,,,
Amphiglossus_gastrostictus,,,,,,
Amphiglossus_spilostichus,,,,,,
Amphiglossus_tanysoma,,,,,,
Amphiglossus_valhallae,,,,,,
Amphiglossus_ornaticeps,,,,,,
Amphiglossus_melanurus,,,,,,
Paracontias_kankana,,,,,,
Paracontias_rothschildi,,,,,,
Paracontias_tsararano,,,,,,
Paracontias_hafa,,,,,,
Paracontias_fasika,,,,,,
Paracontias_minimus,,,,,,
Paracontias_manify,,,,,,
Paracontias_vermisaurus,,,,,,
Madascincus_ankodabensis,,,,,,
Madascincus_mouroundavae,,,,,,
Madascincus_macrolepis,,,,,,
Madascincus_arenicola,,,,,,
Nessia_deraniyagalai,,,,,,
Nessia_hickanala,,,,,,
Sepsina_bayoni,,,,,,
Typhlacontias_rudebecki,,,,,,
Typhlacontias_johnsonii,,,,,,
Feylinia_macrolepis,,,,,,
Melanoseps_emmrichi,,,,,,
Sirenoscincus_mobydick,,,,,,
Sirenoscincus_yamagishii,,,,,,
Scelotes_duttoni,,,,,,
Scelotes_poensis,,,,,,
Scelotes_schebeni,,,,,,
Scelotes_bourquini,,,,,,
Scelotes_insularis,,,,,,
Scelotes_bicolor,,,,,,
Chalcides_ebneri,,,,,,
Chalcides_manueli,,,,,,
Chalcides_pentadactylus,,,,,,
Ophiomorus_blanfordi,,,,,,
Plestiodon_popei,,,,,,
Plestiodon_kuchinoshimensis,,,,,,
Plestiodon_coreensis,,,,,,
Barkudia_melanosticta,,,,,,
Scolecoseps_litipoensis,,,,,,
Eurylepis_poonaensis,,,,,,
Eumeces_cholistanensis,,,,,,
Eumeces_indothalensis,,,,,,
Eumeces_schneideri,,,,,,
Acontias_schmitzi,,,,,,
Acontias_poecilus,,,,,,
Cnemaspis_boulengerii,,,,,,
Cnemaspis_jacobsoni,,,,,,
Cnemaspis_laoensis,,,,,,
Cnemaspis_argus,,,,,,
Cnemaspis_harimau,,,,,,
Cnemaspis_affinis,,,,,,
Cnemaspis_timoriensis,,,,,,
Alsophylax_szczerbaki,,,,,,
Alsophylax_loricatus,,,,,,
Cyrtodactylus_fasciolatum,,,,,,
Cyrtodactylus_nepalensis,,,,,,
Cyrtodactylus_malcolmsmithi,,,,,,
Cyrtodactylus_vilaphongi,,,,,,
Cyrtodactylus_sworderi,,,,,,
Cyrtodactylus_tamaiensis,,,,,,
Cyrtodactylus_cucphuongensis,,,,,,
Cyrtodactylus_batik,,,,,,
Cyrtodactylus_pantiensis,,,,,,
Cyrtodactylus_phuquocensis,,,,,,
Cyrtodactylus_hikidai,,,,,,
Cyrtodactylus_bichnganae,,,,,,
Cyrtodactylus_seribuatensis,,,,,,
Cyrtodactylus_batucolus,,,,,,
Cyrtodactylus_eisenmanae,,,,,,
Cyrtodactylus_phuocbinhensis,,,,,,
Cyrtodactylus_aurensis,,,,,,
Cyrtodactylus_subsolanus,,,,,,
Cyrtodactylus_thochuensis,,,,,,
Cyrtodactylus_serratus,,,,,,
Cyrtodactylus_badenensis,,,,,,
Cyrtodactylus_cryptus,,,,,,
Cyrtodactylus_huynhi,,,,,,
Cyrtodactylus_dati,,,,,,
Cyrtodactylus_deveti,,,,,,
Cyrtodactylus_caovansungi,,,,,,
Cyrtodactylus_yangbayensis,,,,,,
Cyrtodactylus_ramboda,,,,,,
Cyrtodactylus_cucdongensis,,,,,,
Cyrtodactylus_matsuii,,,,,,
Cyrtodactylus_martinstolli,,,,,,
Cyrtodactylus_wangkulangkulae,,,,,,
Cyrtodactylus_stresemanni,,,,,,
Cyrtodactylus_leegrismeri,,,,,,
Cyrtodactylus_roesleri,,,,,,
Cyrtodactylus_pageli,,,,,,
Cyrtodactylus_nigriocularis,,,,,,
Cyrtodactylus_puhuensis,,,,,,
Cyrtodactylus_zhaoermii,,,,,,
Cyrtodactylus_minor,,,,,,
Cyrtodactylus_sharkari,,,,,,
Cyrtodactylus_timur,,,,,,
Cyrtodactylus_martini,,,,,,
Cyrtodactylus_jarakensis,,,,,,
Cyrtodactylus_variegatus,,,,,,
Cyrtodactylus_arcanus,,,,,,
Cyrtodactylus_durio,,,,,,
Cyrtodactylus_boreoclivus,,,,,,
Cyrtodactylus_hontreensis,,,,,,
Cyrtodactylus_saiyok,,,,,,
Cyrtodactylus_metropolis,,,,,,
Cyrtodactylus_thuongae,,,,,,
Cyrtodactylus_markuscombaii,,,,,,
Cyrtodactylus_edwardtaylori,,,,,,
Cyrtodactylus_nuaulu,,,,,,
Cyrtodactylus_chauquangensis,,,,,,
Cyrtodactylus_irianjayaensis,,,,,,
Cyrtopodion_lawderanum,,,,,,
Cyrtopodion_himalayanum,,,,,,
Cyrtopodion_battalense,,,,,,
Hemidactylus_kundaensis,,,,,,
Hemidactylus_klauberi,,,,,,
Hemidactylus_albivertebralis,,,,,,
Hemidactylus_makolowodei,,,,,,
Hemidactylus_aporus,,,,,,
Hemidactylus_newtoni,,,,,,
Hemidactylus_lopezjuradoi,,,,,,
Hemidactylus_bouvieri,,,,,,
Hemidactylus_endophis,,,,,,
Hemidactylus_ituriensis,,,,,,
Hemidactylus_masirahensis,,,,,,
Hemidactylus_kyaboboensis,,,,,,
Hemidactylus_oxyrhinus,,,,,,
Hemidactylus_forbesii,,,,,,
Hemidactylus_shihraensis,,,,,,
Hemidactylus_granchii,,,,,,
Hemidactylus_jumailiae,,,,,,
Hemidactylus_dawudazraqi,,,,,,
Hemidactylus_mindiae,,,,,,
Hemidactylus_lavadeserticus,,,,,,
Hemidactylus_jubensis,,,,,,
Hemidactylus_ophiolepis,,,,,,
Hemidactylus_anamallensis,,,,,,
Rhinogecko_misonnei,,,,,,
Rhinogecko_femoralis,,,,,,
Stenodactylus_pulcher,,,,,,
Stenodactylus_sharqiyahensis,,,,,,
Stenodactylus_arabicus,,,,,,
Stenodactylus_stenurus,,,,,,
Tropiocolotes_scortecci,,,,,,
Mediodactylus_brachykolon,,,,,,
Mediodactylus_walli,,,,,,
Mediodactylus_narynensis,,,,,,
Cyrtopodion_dattanense,,,,,,
Cyrtopodion_fortmunroi,,,,,,
Cyrtopodion_mansarulus,,,,,,
Cyrtopodion_baigii,,,,,,
Cyrtopodion_rhodocauda,,,,,,
Bunopus_spatalurus,,,,,,
Altiphylax_mintoni,,,,,,
Altiphylax_yarkandensis,,,,,,
Pseudogekko_labialis,,,,,,
Pseudogekko_compressicorpus,,,,,,
Luperosaurus_kubli,,,,,,
Luperosaurus_iskandari,,,,,,
Luperosaurus_yasumai,,,,,,
Ptychozoon_kuhli,,,,,,
Ptychozoon_trinotaterra,,,,,,
Ptychozoon_intermedium,,,,,,
Ptychozoon_horsfieldii,,,,,,
Ptychozoon_kaengkrachanense,,,,,,
Ptychozoon_lionotum,,,,,,
Ptychozoon_nicobarensis,,,,,,
Ptychozoon_rhacophorus,,,,,,
Luperosaurus_browni,,,,,,
Lepidodactylus_gardineri,,,,,,
Gekko_taylori,,,,,,
Gekko_auriverrucosus,,,,,,
Luperosaurus_gulat,,,,,,
Luperosaurus_sorok,,,,,,
Luperosaurus_brooksii,,,,,,
Lepidodactylus_planicaudus,,,,,,
Gekko_wenxianensis,,,,,,
Gekko_taibaiensis,,,,,,
Gekko_russelltraini,,,,,,
Lepidodactylus_buleli,,,,,,
Hemiphyllodactylus_engganoensis,,,,,,
Hemiphyllodactylus_aurantiacus,,,,,,
Hemiphyllodactylus_margarethae,,,,,,
Hemiphyllodactylus_banaensis,,,,,,
Hemiphyllodactylus_zugi,,,,,,
Hemiphyllodactylus_larutensis,,,,,,
Hemiphyllodactylus_tehtarik,,,,,,
Gehyra_fenestra,,,,,,
Gehyra_serraticauda,,,,,,
Gehyra_barea,,,,,,
Gehyra_butleri,,,,,,
Nactus_coindemirensis,,,,,,
Nactus_kunan,,,,,,
Nactus_soniae,,,,,,
Heteronotia_fasciolatus,,,,,,
Phelsuma_gigas,,,,,,
Phelsuma_hoeschi,,,,,,
Phelsuma_ravenala,,,,,,
Phelsuma_borai,,,,,,
Phelsuma_andamanense,,,,,,
Lygodactylus_blancae,,,,,,
Lygodactylus_decaryi,,,,,,
Lygodactylus_luteopicturatus,,,,,,
Lygodactylus_howelli,,,,,,
Lygodactylus_regulus,,,,,,
Lygodactylus_grandisonae,,,,,,
Lygodactylus_ornatus,,,,,,
Lygodactylus_intermedius,,,,,,
Lygodactylus_montanus,,,,,,
Lygodactylus_roavolana,,,,,,
Lygodactylus_rarus,,,,,,
Perochirus_guentheri,,,,,,
Cnemaspis_gigas,,,,,,
Cnemaspis_koehleri,,,,,,
Cnemaspis_petrodroma,,,,,,
Cnemaspis_dilepis,,,,,,
Cnemaspis_alantika,,,,,,
Urocotyledon_weileri,,,,,,
Paroedura_tanjaka,,,,,,
Paroedura_ibityensis,,,,,,
Paroedura_hordiesi,,,,,,
Paroedura_vahiny,,,,,,
Kolekanos_plumicaudus,,,,,,
Afrogecko_ansorgii,,,,,,
Colopus_kochii,,,,,,
Pachydactylus_goodi,,,,,,
Pachydactylus_laevigatus,,,,,,
Colopus_wahlbergii,,,,,,
Afroedura_granitica,,,,,,
Afroedura_broadleyi,,,,,,
Afroedura_tirasensis,,,,,,
Afroedura_rondavelica,,,,,,
Microgecko_depressus,,,,,,
Cnemaspis_jerdonii,,,,,,
Cnemaspis_boiei,,,,,,
Cnemaspis_andersonii,,,,,,
Cnemaspis_otai,,,,,,
Cnemaspis_clivicola,,,,,,
Cnemaspis_podihuna,,,,,,
Cnemaspis_wicksi,,,,,,
Cnemaspis_anaikattiensis,,,,,,
Cnemaspis_monticola,,,,,,
Cnemaspis_amith,,,,,,
Cnemaspis_indraneildasii,,,,,,
Tarentola_albertschwartzi,,,,,,
Tarentola_protogigas,,,,,,
Tarentola_pastoria,,,,,,
Tarentola_mindiae,,,,,,
Tarentola_bischoffi,,,,,,
Phyllopezus_maranjonensis,,,,,,
Gymnodactylus_vanzolinii,,,,,,
Phyllodactylus_heterurus,,,,,,
Phyllodactylus_tinklei,,,,,,
Phyllodactylus_delsolari,,,,,,
Phyllodactylus_angelensis,,,,,,
Homonota_taragui,,,,,,
Homonota_rupicola,,,,,,
Ptyodactylus_homolepis,,,,,,
Ptyodactylus_ananjevae,,,,,,
Asaccus_saffinae,,,,,,
Teratoscincus_toksunicus,,,,,,
Sphaerodactylus_nycteropus,,,,,,
Sphaerodactylus_storeyae,,,,,,
Sphaerodactylus_bromeliarum,,,,,,
Lepidoblepharis_oxycephalus,,,,,,
Gonatodes_purpurogularis,,,,,,
Gonatodes_petersi,,,,,,
Gonatodes_daudini,,,,,,
Gonatodes_fuscus,,,,,,
Gonatodes_infernalis,,,,,,
Gonatodes_nascimentoi,,,,,,
Gonatodes_superciliaris,,,,,,
Gonatodes_naufragus,,,,,,
Gonatodes_astralis,,,,,,
Gonatodes_lichenosus,,,,,,
Pseudogonatodes_gasconi,,,,,,
Coleodactylus_natalensis,,,,,,
Coleodactylus_elizae,,,,,,
Pristurus_mazbah,,,,,,
Pristurus_insignoides,,,,,,
Pristurus_longipes,,,,,,
Pristurus_ornithocephalus,,,,,,
Pristurus_saada,,,,,,
Pristurus_schneideri,,,,,,
Goniurosaurus_huuliensis,,,,,,
Goniurosaurus_toyamai,,,,,,
Goniurosaurus_zhelongi,,,,,,
Goniurosaurus_yingdeensis,,,,,,
Goniurosaurus_orientalis,,,,,,
Goniurosaurus_splendens,,,,,,
Holodactylus_cornii,,,,,,
Delma_haroldi,,,,,,
Woodworthia_maculatus,,,,,,
Woodworthia_brunneus,,,,,,
Woodworthia_chrysosireticus,,,,,,
Hoplodactylus_delcourti,,,,,,
Paniegekko_madjo,,,,,,
Eurydactylodes_occidentalis,,,,,,
Bavayia_nubila,,,,,,
Bavayia_pulchella,,,,,,
Dibamus_somsaki,,,,,,
Dibamus_booliati,,,,,,
Dibamus_alfredi,,,,,,
Dibamus_greeri,,,,,,
Dibamus_smithi,,,,,,
Dibamus_tiomanensis,,,,,,
Dibamus_ingeri,,,,,,
Dibamus_deharvengi,,,,,,
Dibamus_dezwaani,,,,,,
Dibamus_tebal,,,,,,
Dibamus_vorisi,,,,,,
Dibamus_kondaoensis,,,,,,